DCUID,PLL_KEY,OLD_COARSE,OLD_FINE,OLD_DELAY,OFFSET,TARGET_DELAY,NEW_COARSE,NEW_FINE,NEW_DELAY,DIFF_PLL
16514407,-1685973948,9,0,225,5,230,9,5,230.208,5.20833
5633463,697768260,8,18,218.75,-6,212.75,8,12,212.5,-6.25
5895023,830607684,8,20,220.833,-2,218.833,8,18,218.75,-2.08333
14612859,993270084,8,5,205.208,-4,201.208,8,1,201.042,-4.16666
3535095,838996804,9,0,225,5,230,9,5,230.208,5.20833
3602143,1129388356,9,7,232.292,-5,227.292,9,2,227.083,-5.20834
12516779,1797919044,9,6,231.25,-8,223.25,8,22,222.917,-8.33333
8254909,1890325828,9,13,238.542,3,241.542,9,16,241.667,3.125
8124075,2058230084,8,7,207.292,-3,204.292,8,4,204.167,-3.125
4061551,2077497156,8,1,201.042,2,203.042,8,3,203.125,2.08333
13891185,-2112613820,8,14,214.583,-7,207.583,8,7,207.292,-7.29166
5502015,573707332,8,3,203.125,-9,194.125,7,18,193.75,-9.375
3273917,1788549700,8,15,215.625,6,221.625,8,21,221.875,6.25
3538151,1943540036,9,13,238.542,-1,237.542,9,12,237.5,-1.04167
5635795,827726404,7,23,198.958,-2,196.958,7,21,196.875,-2.08333
7470023,-1685973180,8,22,222.917,2,224.917,9,0,225,2.08333
15857067,-1820191932,8,23,223.958,-5,218.958,8,18,218.75,-5.20833
3536317,1006835780,8,21,221.875,6,227.875,9,3,228.125,6.25
3799997,592712772,7,21,196.875,-1,195.875,7,20,195.833,-1.04167
5895595,864097348,9,4,229.167,6,235.167,9,10,235.417,6.25
7467583,-1856104636,8,5,205.208,4,209.208,8,9,209.375,4.16667
3404575,-2093409724,8,8,208.333,-1,207.333,8,7,207.292,-1.04166
11664747,2038567748,8,22,222.917,-6,216.917,8,16,216.667,-6.25
12516715,1084496452,9,16,241.667,-6,235.667,9,10,235.417,-6.25
14548631,-2088692668,9,4,229.167,3,232.167,9,7,232.292,3.125
16380619,1952518468,9,4,229.167,-7,222.167,8,21,221.875,-7.29167
14284911,-1805904828,8,15,215.625,7,222.625,8,22,222.917,7.29167
3798431,2075792452,8,16,216.667,3,219.667,8,19,219.792,3.125
14613915,705827652,8,8,208.333,-8,200.333,8,0,200,-8.33333
11989959,1806504260,8,13,213.542,-10,203.542,8,3,203.125,-10.4167
12188509,692393796,7,19,194.792,2,196.792,7,21,196.875,2.08333
12054811,1005130052,8,20,220.833,-9,211.833,8,11,211.458,-9.375
16643355,998316356,9,6,231.25,2,233.25,9,8,233.333,2.08333
14414315,717493316,8,15,215.625,6,221.625,8,21,221.875,6.25
5896101,844830788,8,7,207.292,-4,203.292,8,3,203.125,-4.16667
3930847,-1700193980,7,14,189.583,-8,181.583,7,6,181.25,-8.33333
8320091,-2103305916,8,20,220.833,-1,219.833,8,19,219.792,-1.04166
3537695,414193988,7,20,195.833,8,203.833,8,4,204.167,8.33334
3603935,998314820,9,4,229.167,-3,226.167,9,1,226.042,-3.125
6223395,-1684795068,8,6,206.25,-6,200.25,8,0,200,-6.25
4128189,-1687676348,8,4,204.167,-7,197.167,7,21,196.875,-7.29167
6159351,2049119044,8,7,207.292,-2,205.292,8,5,205.208,-2.08334
12185933,-1736372156,8,21,221.875,-10,211.875,8,11,211.458,-10.4167
3273783,712120644,7,20,195.833,7,202.833,8,3,203.125,7.29167
13760039,-2100948668,7,15,190.625,7,197.625,7,22,197.917,7.29167
14612195,1092752964,9,11,236.458,3,239.458,9,14,239.583,3.125
3275567,464001604,8,17,217.708,4,221.708,8,21,221.875,4.16667
7470011,-2130569404,8,19,219.792,7,226.792,9,2,227.083,7.29166
11992451,1754337604,9,4,229.167,4,233.167,9,8,233.333,4.16666
7993509,-1710878140,8,9,209.375,9,218.375,8,18,218.75,9.375
4060015,705501508,8,4,204.167,-3,201.167,8,1,201.042,-3.125
14154319,704714052,8,23,223.958,-5,218.958,8,18,218.75,-5.20833
5895567,1084559428,9,9,234.375,-2,232.375,9,7,232.292,-2.08333
13759191,1803686724,9,20,245.833,5,250.833,10,1,251.042,5.20834
5962155,679613252,8,19,219.792,-10,209.792,8,9,209.375,-10.4167
11989323,1110316100,9,15,240.625,-7,233.625,9,8,233.333,-7.29167
6027647,848042564,8,18,218.75,7,225.75,9,1,226.042,7.29167
3273755,1805259588,9,6,231.25,-8,223.25,8,22,222.917,-8.33333
7601051,-2125588156,8,6,206.25,8,214.25,8,14,214.583,8.33333
3797935,444733252,8,17,217.708,5,222.708,8,22,222.917,5.20834
12514603,717494852,8,17,217.708,-10,207.708,8,7,207.292,-10.4167
3798095,2030180676,9,0,225,7,232,9,7,232.292,7.29167
16708411,2084051268,8,23,223.958,-1,222.958,8,22,222.917,-1.04166
12055815,1806505796,8,13,213.542,1,214.542,8,14,214.583,1.04166
7601471,862853700,7,17,192.708,3,195.708,7,20,195.833,3.125
5635517,696391748,8,21,221.875,2,223.875,8,23,223.958,2.08333
7860881,565122372,8,13,213.542,0,213.542,8,13,213.542,0
5633791,877728580,8,7,207.292,7,214.292,8,14,214.583,7.29166
7468487,-2092623548,8,1,201.042,-5,196.042,7,20,195.833,-5.20834
11926847,2079922756,7,16,191.667,9,200.667,8,1,201.042,9.375
11989311,1925124420,8,22,222.917,-4,218.917,8,18,218.75,-4.16667
12450595,1778457156,10,1,251.042,10,261.042,10,11,261.458,10.4167
14284925,556669764,7,19,194.792,-3,191.792,7,16,191.667,-3.125
6223929,705895236,8,1,201.042,10,211.042,8,11,211.458,10.4167
3797093,1912673604,9,23,248.958,-10,238.958,9,13,238.542,-10.4167
4125787,1805260612,9,6,231.25,-8,223.25,8,22,222.917,-8.33333
5632539,1819940676,9,17,242.708,2,244.708,9,19,244.792,2.08334
14545723,1941573956,8,16,216.667,-1,215.667,8,15,215.625,-1.04167
8125703,1132532036,10,0,250,-10,240,9,14,239.583,-10.4167
3404207,1803621188,10,0,250,3,253,10,3,253.125,3.125
5501299,1099436100,9,13,238.542,1,239.542,9,14,239.583,1.04166
5698623,1135286084,9,1,226.042,9,235.042,9,10,235.417,9.375
7731179,-1702816956,9,2,227.083,2,229.083,9,4,229.167,2.08334
12516619,1780685380,9,8,233.333,1,234.333,9,9,234.375,1.04167
3407023,1798838084,8,22,222.917,-7,215.917,8,15,215.625,-7.29167
11926349,1778520132,9,17,242.708,-9,233.708,9,8,233.333,-9.375
13759431,450958148,8,1,201.042,-10,191.042,7,15,190.625,-10.4167
6027819,1929515332,9,16,241.667,2,243.667,9,18,243.75,2.08333
8320131,570496068,9,2,227.083,3,230.083,9,5,230.208,3.125
16184451,-2117723580,8,9,209.375,-6,203.375,8,3,203.125,-6.25
3536875,1753356868,9,23,248.958,5,253.958,10,4,254.167,5.20834
11661803,1790122308,9,6,231.25,-6,225.25,9,0,225,-6.25
16512427,-1702160060,7,21,196.875,-3,193.875,7,18,193.75,-3.125
14613635,822942276,8,6,206.25,-4,202.25,8,2,202.083,-4.16667
3797295,1812074820,9,20,245.833,5,250.833,10,1,251.042,5.20834
12513667,-1734665660,8,18,218.75,-10,208.75,8,8,208.333,-10.4167
13892663,2082937156,8,17,217.708,-6,211.708,8,11,211.458,-6.25
12514651,468261188,8,6,206.25,6,212.25,8,12,212.5,6.25
11661887,680268100,8,8,208.333,-10,198.333,7,22,197.917,-10.4167
3864911,1090590020,10,3,253.125,10,263.125,10,13,263.542,10.4167
13892979,2048790596,8,9,209.375,7,216.375,8,16,216.667,7.29167
16512555,864098884,9,6,231.25,-8,223.25,8,22,222.917,-8.33333
12054795,1099045700,9,22,247.917,-3,244.917,9,19,244.792,-3.125
14545757,1896290116,8,16,216.667,4,220.667,8,20,220.833,4.16666
3535719,1140920644,10,2,252.083,10,262.083,10,12,262.5,10.4167
5373583,1904743492,9,12,237.5,7,244.5,9,19,244.792,7.29167
4061915,2067863364,8,2,202.083,10,212.083,8,12,212.5,10.4167
11925875,705500228,8,3,203.125,9,212.125,8,12,212.5,9.375
11925629,2080447044,9,7,232.292,-8,224.292,8,23,223.958,-8.33334
6224747,-2122246588,9,1,226.042,8,234.042,9,9,234.375,8.33333
5502367,1111366212,9,1,226.042,0,226.042,9,1,226.042,0
16711139,605819972,7,20,195.833,-6,189.833,7,14,189.583,-6.25
6222699,2021791556,8,19,219.792,-7,212.792,8,12,212.5,-7.29167
5633629,423696196,8,5,205.208,3,208.208,8,8,208.333,3.125
12187451,562106692,8,22,222.917,2,224.917,9,0,225,2.08333
11793419,-1734667708,8,16,216.667,2,218.667,8,18,218.75,2.08333
12188443,734794820,7,18,193.75,-2,191.75,7,16,191.667,-2.08333
16250391,-2092953276,8,1,201.042,-6,195.042,7,19,194.792,-6.25
12188237,842666052,8,11,211.458,8,219.458,8,19,219.792,8.33334
14349983,1083251012,9,0,225,-10,215,8,14,214.583,-10.4167
16513615,842666820,8,13,213.542,-9,204.542,8,4,204.167,-9.375
3405111,557521220,8,16,216.667,8,224.667,9,0,225,8.33333
7469931,-1711138236,8,21,221.875,4,225.875,9,1,226.042,4.16667
8322775,1916081988,8,19,219.792,-6,213.792,8,13,213.542,-6.25
5700995,1942231620,9,5,230.208,-3,227.208,9,2,227.083,-3.125
14089431,453252932,7,18,193.75,-3,190.75,7,15,190.625,-3.125
11664795,-1719528636,8,19,219.792,10,229.792,9,5,230.208,10.4167
11990315,1923487556,8,10,210.417,-5,205.417,8,5,205.208,-5.20834
5373155,-1727983548,8,22,222.917,-2,220.917,8,20,220.833,-2.08334
7467691,2065437764,8,0,200,2,202,8,2,202.083,2.08333
16120359,-2100947132,7,15,190.625,-8,182.625,7,7,182.292,-8.33333
16643515,2084049988,8,19,219.792,2,221.792,8,21,221.875,2.08333
5635773,-2122181308,8,23,223.958,-4,219.958,8,19,219.792,-4.16666
14614231,572658756,7,22,197.917,-5,192.917,7,17,192.708,-5.20834
3600663,839783748,7,21,196.875,-9,187.875,7,12,187.5,-9.375
5633599,-2101470908,1,7,32.2917,-4,28.2917,1,3,28.125,-4.16667
14282957,1093734980,9,16,241.667,-3,238.667,9,13,238.542,-3.125
15856317,-2104487612,8,3,203.125,-7,196.125,7,20,195.833,-7.29167
3797483,948771396,7,18,193.75,-10,183.75,7,8,183.333,-10.4167
12515783,854006340,8,14,214.583,-5,209.583,8,9,209.375,-5.20833
14548083,830608708,8,23,223.958,-6,217.958,8,17,217.708,-6.25
3800229,956371524,9,2,227.083,-3,224.083,8,23,223.958,-3.125
13890895,2038568772,8,19,219.792,-7,212.792,8,12,212.5,-7.29167
5698411,2021792324,8,22,222.917,9,231.917,9,7,232.292,9.375
13891223,-2104485308,8,8,208.333,-5,203.333,8,3,203.125,-5.20833
13759565,1099044164,9,19,244.792,0,244.792,9,19,244.792,0
4060075,454890308,8,16,216.667,1,217.667,8,17,217.708,1.04166
7732819,876157508,8,4,204.167,-1,203.167,8,3,203.125,-1.04167
6025955,565122628,8,11,211.458,-6,205.458,8,5,205.208,-6.25
11664299,-1702160572,7,17,192.708,4,196.708,7,21,196.875,4.16667
3668607,999496004,8,16,216.667,-6,210.667,8,10,210.417,-6.25
14612575,545397060,8,22,222.917,0,222.917,8,22,222.917,0
3797325,1912739908,9,19,244.792,-8,236.792,9,11,236.458,-8.33334
3863911,-2077943228,8,2,202.083,6,208.083,8,8,208.333,6.25
16185789,813832772,9,2,227.083,-1,226.083,9,1,226.042,-1.04166
16119211,1802113348,9,2,227.083,2,229.083,9,4,229.167,2.08334
6156827,463803460,8,8,208.333,-10,198.333,7,22,197.917,-10.4167
16380733,2083592772,8,6,206.25,9,215.25,8,15,215.625,9.375
8124935,1795232836,10,1,251.042,5,256.042,10,6,256.25,5.20833
3602135,-2092689084,7,12,187.5,-8,179.5,7,4,179.167,-8.33333
14547311,-2130634940,9,0,225,5,230,9,5,230.208,5.20833
3603787,2083592516,8,7,207.292,-1,206.292,8,6,206.25,-1.04167
3274319,2038567236,8,18,218.75,10,228.75,9,4,229.167,10.4167
4061239,2047938884,7,20,195.833,-6,189.833,7,14,189.583,-6.25
13890415,2032604996,8,13,213.542,0,213.542,8,13,213.542,0
3276091,1782387524,8,21,221.875,5,226.875,9,2,227.083,5.20833
8124795,1761678148,10,2,252.083,3,255.083,10,5,255.208,3.125
14350723,826807108,8,17,217.708,1,218.708,8,18,218.75,1.04167
3603063,711987524,8,13,213.542,-1,212.542,8,12,212.5,-1.04167
3667503,1904286532,10,2,252.083,2,254.083,10,4,254.167,2.08334
6027703,553720388,9,1,226.042,9,235.042,9,10,235.417,9.375
7468733,420812612,7,18,193.75,5,198.75,7,23,198.958,5.20833
12516415,437195844,7,17,192.708,8,200.708,8,1,201.042,8.33334
14086513,842864196,8,17,217.708,1,218.708,8,18,218.75,1.04167
5370311,855709508,8,23,223.958,-9,214.958,8,14,214.583,-9.375
13762159,436345156,8,22,222.917,-5,217.917,8,17,217.708,-5.20834
13759903,1082202692,10,1,251.042,-4,247.042,9,21,246.875,-4.16667
3798099,429200196,8,0,200,-3,197,7,21,196.875,-3.125
8253963,963712068,8,12,212.5,4,216.5,8,16,216.667,4.16667
11989927,545330244,9,0,225,7,232,9,7,232.292,7.29167
8254397,-2120148412,8,18,218.75,2,220.75,8,20,220.833,2.08333
16383165,1896288324,8,16,216.667,-7,209.667,8,9,209.375,-7.29167
16645335,1795297604,9,19,244.792,-7,237.792,9,12,237.5,-7.29167
12189223,-2102717372,8,15,215.625,-7,208.625,8,8,208.333,-7.29167
7992229,1915949636,9,11,236.458,10,246.458,9,21,246.875,10.4167
14611435,-2088693436,9,0,225,-2,223,8,22,222.917,-2.08333
14020763,-1697048764,7,15,190.625,-2,188.625,7,13,188.542,-2.08333
13890743,-1845423804,9,0,225,-4,221,8,20,220.833,-4.16667
13759459,1084561476,9,12,237.5,6,243.5,9,18,243.75,6.25
12514519,696392004,8,22,222.917,4,226.917,9,2,227.083,4.16666
6158551,960042052,8,17,217.708,8,225.708,9,1,226.042,8.33334
3537351,584979524,7,20,195.833,2,197.833,7,22,197.917,2.08334
7864023,559550788,8,3,203.125,-4,199.125,7,23,198.958,-4.16667
14087583,-1730602172,8,8,208.333,-5,203.333,8,3,203.125,-5.20833
5373239,2031294788,8,2,202.083,-2,200.083,8,0,200,-2.08333
12056127,-1808527036,8,0,200,-9,191,7,15,190.625,-9.375
16184235,582687044,7,16,191.667,6,197.667,7,22,197.917,6.25
5698493,878189124,8,15,215.625,-9,206.625,8,6,206.25,-9.375
11992395,1140922180,10,2,252.083,6,258.083,10,8,258.333,6.25002
16183609,1915293764,9,0,225,10,235,9,10,235.417,10.4167
16643607,729944900,8,20,220.833,-8,212.833,8,12,212.5,-8.33333
13889975,-2113268924,8,1,201.042,-5,196.042,7,20,195.833,-5.20834
14546591,-1811082172,7,23,198.958,1,199.958,8,0,200,1.04167
3405935,738333508,8,23,223.958,-10,213.958,8,13,213.542,-10.4167
15859099,1895045700,9,18,243.75,7,250.75,10,1,251.042,7.29167
3535135,2025984324,8,0,200,-6,194,7,18,193.75,-6.25
16381117,1083250244,8,20,220.833,6,226.833,9,2,227.083,6.25
12189167,1766922820,9,2,227.083,8,235.083,9,10,235.417,8.33334
16118491,-1817767100,8,12,212.5,10,222.5,8,22,222.917,10.4167
11664827,1132532548,10,2,252.083,-8,244.083,9,18,243.75,-8.33333
3929403,562173252,8,22,222.917,-7,215.917,8,15,215.625,-7.29167
12188221,878188868,8,14,214.583,5,219.583,8,19,219.792,5.20834
16383431,-2103436732,8,12,212.5,-9,203.5,8,3,203.125,-9.375
3800555,713103940,9,5,230.208,1,231.208,9,6,231.25,1.04167
3538621,813765444,9,3,228.125,2,230.125,9,5,230.208,2.08333
16119659,-1722018236,8,10,210.417,-10,200.417,8,0,200,-10.4167
14548031,2046891844,8,23,223.958,-4,219.958,8,19,219.792,-4.16666
14545655,1947078980,9,12,237.5,9,246.5,9,21,246.875,9.375
7994683,1102124356,9,15,240.625,4,244.625,9,19,244.792,4.16667
14548251,-2091247804,8,10,210.417,-3,207.417,8,7,207.292,-3.125
3797669,-1736305084,8,18,218.75,-7,211.75,8,11,211.458,-7.29167
5894299,2067142980,8,18,218.75,-7,211.75,8,11,211.458,-7.29167
14088951,-1671751100,8,7,207.292,-2,205.292,8,5,205.208,-2.08334
14283607,1791824196,8,5,205.208,-3,202.208,8,2,202.083,-3.125
8321575,-2093673660,8,14,214.583,-7,207.583,8,7,207.292,-7.29166
5372219,553718340,9,0,225,10,235,9,10,235.417,10.4167
3929627,1805062468,9,1,226.042,3,229.042,9,4,229.167,3.125
14613151,556601412,8,8,208.333,-7,201.333,8,1,201.042,-7.29166
6225567,1099045188,9,22,247.917,-7,240.917,9,15,240.625,-7.29167
3601307,1762595908,8,19,219.792,0,219.792,8,19,219.792,0
16447979,590485316,8,16,216.667,-9,207.667,8,7,207.292,-9.375
16250375,1942230084,9,4,229.167,-7,222.167,8,21,221.875,-7.29167
14285339,-1817243324,8,14,214.583,-9,205.583,8,5,205.208,-9.375
8319803,876157252,8,2,202.083,-9,193.083,7,17,192.708,-9.375
3275439,854004036,8,9,209.375,1,210.375,8,10,210.417,1.04167
14348951,1130369348,9,8,233.333,9,242.333,9,17,242.708,9.375
6157501,1779963204,8,19,219.792,7,226.792,9,2,227.083,7.29166
3931567,1130371396,9,13,238.542,-8,230.542,9,5,230.208,-8.33334
14284399,1887508036,10,1,251.042,9,260.042,10,10,260.417,9.37498
14348975,-1808525500,8,1,201.042,6,207.042,8,7,207.292,6.25
12057047,-2130635964,9,1,226.042,-4,222.042,8,21,221.875,-4.16667
14285989,704778308,8,18,218.75,3,221.75,8,21,221.875,3.125
3799211,-1811736764,8,9,209.375,1,210.375,8,10,210.417,1.04167
5765679,1774785604,9,20,245.833,8,253.833,10,4,254.167,8.33334
7467835,844828996,8,3,203.125,-6,197.125,7,21,196.875,-6.25
11923901,-1719594428,9,2,227.083,10,237.083,9,12,237.5,10.4167
7994739,-1703996092,8,3,203.125,6,209.125,8,9,209.375,6.25
14610751,713167684,9,0,225,-4,221,8,20,220.833,-4.16667
6025911,1778455620,10,0,250,10,260,10,10,260.417,10.4167
3405359,1084495172,9,15,240.625,2,242.625,9,17,242.708,2.08333
3273671,1818366788,9,13,238.542,-3,235.542,9,10,235.417,-3.125
14020773,1887574852,9,22,247.917,6,253.917,10,4,254.167,6.25
3668235,705500740,8,1,201.042,-3,198.042,7,22,197.917,-3.125
3535079,704779332,8,20,220.833,-4,216.833,8,16,216.667,-4.16666
14283447,1082267460,9,17,242.708,-5,237.708,9,12,237.5,-5.20833
6028651,1107366212,9,21,246.875,3,249.875,10,0,250,3.125
14415407,-1711926204,8,11,211.458,-8,203.458,8,3,203.125,-8.33333
4062367,2046958404,8,22,222.917,8,230.917,9,6,231.25,8.33333
5766799,547755844,8,12,212.5,-2,210.5,8,10,210.417,-2.08333
12514531,-2120936124,8,1,201.042,-5,196.042,7,20,195.833,-5.20834
13762095,590483780,8,15,215.625,-5,210.625,8,10,210.417,-5.20833
3604011,1799426884,8,15,215.625,9,224.625,9,0,225,9.375
4059581,1107367492,9,22,247.917,-6,241.917,9,16,241.667,-6.25
7468453,2049579076,8,18,218.75,9,227.75,9,3,228.125,9.375
13890231,553916996,8,3,203.125,-3,200.125,8,0,200,-3.125
14610975,993071940,8,12,212.5,10,222.5,8,22,222.917,10.4167
14023607,553785924,8,21,221.875,-9,212.875,8,12,212.5,-9.375
14023035,414128452,8,2,202.083,-1,201.083,8,1,201.042,-1.04166
16185919,1753289028,9,23,248.958,-3,245.958,9,20,245.833,-3.125
5963499,855708740,9,1,226.042,4,230.042,9,5,230.208,4.16666
16119373,699535428,8,10,210.417,6,216.417,8,16,216.667,6.25
14612133,-1842603964,8,20,220.833,-5,215.833,8,15,215.625,-5.20833
12516155,1762596676,8,17,217.708,9,226.708,9,2,227.083,9.375
5371183,-2077354172,8,2,202.083,9,211.083,8,11,211.458,9.375
3404503,-1814292668,8,19,219.792,8,227.792,9,3,228.125,8.33333
3800175,-1692133564,7,21,196.875,3,199.875,8,0,200,3.125
13893271,733221188,8,14,214.583,-4,210.583,8,10,210.417,-4.16666
12251705,-2122247612,9,3,228.125,7,235.125,9,10,235.417,7.29167
16448171,462950724,7,17,192.708,7,199.708,8,0,200,7.29167
5372843,-2104026556,8,3,203.125,-1,202.125,8,2,202.083,-1.04167
7796091,593957188,8,11,211.458,0,211.458,8,11,211.458,0
7600987,-2097082044,8,21,221.875,3,224.875,9,0,225,3.125
5634231,-1711139260,8,19,219.792,8,227.792,9,3,228.125,8.33333
4061799,-2113859260,8,23,223.958,3,226.958,9,2,227.083,3.125
14611621,2047087172,7,18,193.75,1,194.75,7,19,194.792,1.04167
8320455,869275460,8,9,209.375,-8,201.375,8,1,201.042,-8.33333
5501851,1755519556,9,2,227.083,10,237.083,9,12,237.5,10.4167
6025719,2046891076,9,1,226.042,-4,222.042,8,21,221.875,-4.16667
8254799,1762597444,8,21,221.875,6,227.875,9,3,228.125,6.25
16186859,2056656708,8,12,212.5,-8,204.5,8,4,204.167,-8.33333
14285221,1778522948,9,21,246.875,7,253.875,10,4,254.167,7.29167
14613239,587340100,8,23,223.958,-5,218.958,8,18,218.75,-5.20833
5765791,1895962180,9,18,243.75,-9,234.75,9,9,234.375,-9.375
14414239,-2103437500,8,8,208.333,-10,198.333,7,22,197.917,-10.4167
7468391,680989764,8,8,208.333,3,211.333,8,11,211.458,3.125
6225351,1924208964,9,14,239.583,-2,237.583,9,12,237.5,-2.08333
6026503,414127172,8,0,200,2,202,8,2,202.083,2.08333
4128471,420813124,7,21,196.875,-7,189.875,7,14,189.583,-7.29167
14087791,1887509316,10,3,253.125,3,256.125,10,6,256.25,3.125
5896381,1940724292,9,14,239.583,2,241.583,9,16,241.667,2.08334
3405957,-2117725628,8,7,207.292,-8,199.292,7,23,198.958,-8.33334
5370277,1916081476,8,22,222.917,-6,216.917,8,16,216.667,-6.25
5895485,2080577860,8,8,208.333,-5,203.333,8,3,203.125,-5.20833
8320347,466949188,8,12,212.5,2,214.5,8,14,214.583,2.08333
14286375,453121860,8,19,219.792,7,226.792,9,2,227.083,7.29166
14155319,-1710943420,8,16,216.667,-3,213.667,8,13,213.542,-3.125
14023071,2045908548,8,16,216.667,8,224.667,9,0,225,8.33333
5370779,559551044,8,5,205.208,3,208.208,8,8,208.333,3.125
3535263,832311876,8,18,218.75,-4,214.75,8,14,214.583,-4.16667
7994941,993401156,8,17,217.708,-5,212.708,8,12,212.5,-5.20833
14284831,436278084,8,23,223.958,5,228.958,9,4,229.167,5.20834
14284109,436344900,8,21,221.875,6,227.875,9,3,228.125,6.25
12188733,-2092690620,7,10,185.417,1,186.417,7,11,186.458,1.04166
3865003,1797919812,9,8,233.333,-4,229.333,9,4,229.167,-4.16666
5634637,1111365700,9,2,227.083,0,227.083,9,2,227.083,0
7796195,813765700,9,4,229.167,0,229.167,9,4,229.167,0
16250379,553783876,8,19,219.792,-1,218.792,8,18,218.75,-1.04167
12186557,817895748,8,7,207.292,-7,200.292,8,0,200,-7.29167
7468709,565121604,8,11,211.458,0,211.458,8,11,211.458,0
13759715,571939652,8,17,217.708,8,225.708,9,1,226.042,8.33334
8124751,-1722017468,8,11,211.458,-2,209.458,8,9,209.375,-2.08333
16250203,-2088625596,9,2,227.083,-8,219.083,8,18,218.75,-8.33333
11663499,985207876,8,19,219.792,4,223.792,8,23,223.958,4.16666
3275207,2055345988,8,21,221.875,-9,212.875,8,12,212.5,-9.375
11664515,877728068,8,6,206.25,-3,203.25,8,3,203.125,-3.125
11925725,573706564,8,1,201.042,2,203.042,8,3,203.125,2.08333
3275307,-2097081532,9,0,225,-7,218,8,17,217.708,-7.29167
8256677,1107432004,9,19,244.792,5,249.792,10,0,250,5.20833
15988139,-1698556092,8,10,210.417,3,213.417,8,13,213.542,3.125
4128183,834214468,8,4,204.167,-7,197.167,7,21,196.875,-7.29167
6223467,424417092,8,10,210.417,-2,208.417,8,8,208.333,-2.08334
5634203,864426564,8,22,222.917,-9,213.917,8,13,213.542,-9.375
4060127,419567940,8,22,222.917,8,230.917,9,6,231.25,8.33333
5372075,727128644,8,9,209.375,10,219.375,8,19,219.792,10.4167
3273071,705500996,8,1,201.042,-6,195.042,7,19,194.792,-6.25
6224037,553914436,7,23,198.958,6,204.958,8,5,205.208,6.25
3800475,-2113857468,9,4,229.167,7,236.167,9,11,236.458,7.29166
14612543,454892100,8,21,221.875,-10,211.875,8,11,211.458,-10.4167
14153377,-2117725884,8,6,206.25,0,206.25,8,6,206.25,0
16710333,-2092951740,8,1,201.042,-4,197.042,7,21,196.875,-4.16667
3800551,-1711924668,8,14,214.583,-8,206.583,8,6,206.25,-8.33333
11662183,-1736369596,9,2,227.083,1,228.083,9,3,228.125,1.04167
6026939,2021724484,8,22,222.917,6,228.917,9,4,229.167,6.25
15987403,553719620,8,21,221.875,-9,212.875,8,12,212.5,-9.375
3537727,2069565764,8,5,205.208,-10,195.208,7,19,194.792,-10.4167
3535799,1782389572,9,1,226.042,-4,222.042,8,21,221.875,-4.16667
8321767,2049645124,8,5,205.208,8,213.208,8,13,213.542,8.33334
7601863,444666180,8,21,221.875,9,230.875,9,6,231.25,9.375
13761591,-1734339772,7,22,197.917,2,199.917,8,0,200,2.08333
6222563,-1680598460,8,18,218.75,-8,210.75,8,10,210.417,-8.33333
14613531,1775506244,9,10,235.417,3,238.417,9,13,238.542,3.125
14153399,833099588,8,4,204.167,4,208.167,8,8,208.333,4.16666
8320483,1898254916,9,10,235.417,4,239.417,9,14,239.583,4.16666
14546283,-2125262012,8,13,213.542,-5,208.542,8,8,208.333,-5.20834
3866167,842864964,8,20,220.833,-3,217.833,8,17,217.708,-3.125
3800223,1895960900,9,16,241.667,-2,239.667,9,14,239.583,-2.08334
12188523,834212164,8,1,201.042,2,203.042,8,3,203.125,2.08333
14023659,1795299140,9,18,243.75,-3,240.75,9,15,240.625,-3.125
13890715,444732484,8,19,219.792,-3,216.792,8,16,216.667,-3.125
8123711,1798837060,8,23,223.958,-4,219.958,8,19,219.792,-4.16666
7732139,-2134175420,8,11,211.458,-8,203.458,8,3,203.125,-8.33333
3537847,840569412,8,11,211.458,10,221.458,8,21,221.875,10.4167
14021151,2080578116,8,9,209.375,9,218.375,8,18,218.75,9.375
3536183,550966084,8,16,216.667,5,221.667,8,21,221.875,5.20833
14611351,1129453892,9,20,245.833,0,245.833,9,20,245.833,0
6159575,1754272068,8,16,216.667,10,226.667,9,2,227.083,10.4167
5896815,449516612,7,12,187.5,7,194.5,7,19,194.792,7.29167
7797227,-2139023036,9,4,229.167,1,230.167,9,5,230.208,1.04166
14611895,1896288580,8,14,214.583,-9,205.583,8,5,205.208,-9.375
3798443,819270724,8,15,215.625,1,216.625,8,16,216.667,1.04167
14283375,2046956612,8,22,222.917,8,230.917,9,6,231.25,8.33333
5963511,699535684,8,10,210.417,5,215.417,8,15,215.625,5.20833
6156709,1098980164,10,2,252.083,-4,248.083,9,22,247.917,-4.16666
16710947,1006769220,9,0,225,3,228,9,3,228.125,3.125
5960183,-2121263036,8,12,212.5,10,222.5,8,22,222.917,10.4167
5897319,1092753732,9,13,238.542,0,238.542,9,13,238.542,0
6224611,830608964,8,21,221.875,-8,213.875,8,13,213.542,-8.33333
7467611,955258692,7,22,197.917,-10,187.917,7,12,187.5,-10.4167
7794967,1924928580,9,18,243.75,-4,239.75,9,14,239.583,-4.16667
3603059,696390980,8,21,221.875,-3,218.875,8,18,218.75,-3.125
3931147,1102123588,9,13,238.542,6,244.542,9,19,244.792,6.25
16382781,435362116,8,19,219.792,-2,217.792,8,17,217.708,-2.08334
11924851,-1736370364,9,0,225,2,227,9,2,227.083,2.08333
14282853,1099043396,9,19,244.792,-7,237.792,9,12,237.5,-7.29167
